itemId,name,marketValue,historical,avgSalePrice,saleRate,soldPerDay,updatedAt
9249,Captain's Key,18474,0,1719,0.01,0,2026-09-09T02:48:27Z
9743,Simple Shoes,16895,0,95,0,0,2026-09-09T02:48:27Z
9953,Chieftain's Headdress,32066,0,49998,0.043,0,2026-09-09T02:48:27Z
12056,Ring of the Heavens,50000,0,30027,0.272,0,2026-09-09T02:48:27Z
12284,Draco-Incarcinatrix 900,5042892,0,0,0,0,2026-09-09T02:48:27Z
12432,Shardtooth E'ko,9131,0,8546,0.095,3.278,2026-09-09T02:48:27Z
7976,Plans: Mithril Shield Spike,394376,0,19855,0.384,0.192,2026-09-09T02:48:27Z
8161,Jouster's Visor,26909,0,13772,0.107,0,2026-09-09T02:48:27Z
9155,Arcane Elixir,15569,0,5619,0.089,0,2026-09-09T02:48:27Z
15870,Golden Skeleton Key,3186,0,4744,0.003,0.033,2026-09-09T02:48:27Z
15871,Truesilver Skeleton Key,6235,0,9492,0.007,0.014,2026-09-09T02:48:27Z
15928,Silver-thread Rod,6140,0,2846,0,0,2026-09-09T02:48:27Z
15931,Arcane Star,128357,0,0,0,0,2026-09-09T02:48:27Z
10290,Pink Dye,85217,0,0,0,0,2026-09-09T02:48:27Z
10300,Pattern: Red Mageweave Vest,17938,0,7030,1,0,2026-09-09T02:48:27Z
15330,Wrangler's Boots,3177,0,3797,0.062,0,2026-09-09T02:48:27Z
15332,Wrangler's Buckler,13299,0,9500,0.333,0,2026-09-09T02:48:27Z
15336,Wrangler's Leggings,9962,0,3800,0.666,0,2026-09-09T02:48:27Z
15353,Headhunter's Headdress,29403,0,36868,0.049,0,2026-09-09T02:48:27Z
15354,Headhunter's Cloak,10000,0,18706,1,0,2026-09-09T02:48:27Z
15433,Peerless Armor,69666,0,159992,0,0,2026-09-09T02:48:27Z
1374,Frayed Shoes,1134141,0,4257,1,0.5,2026-09-09T02:48:27Z
1376,Frayed Cloak,1919551,0,2185,0.333,0.333,2026-09-09T02:48:27Z
1377,Frayed Gloves,366673,0,0,0,0,2026-09-09T02:48:27Z
1378,Frayed Pants,0,0,169,0.166,0,2026-09-09T02:48:27Z
1380,Frayed Robe,4553,0,35,0.2,0.2,2026-09-09T02:48:27Z
3837,Golden Scale Coif,19954,0,0,0,0,2026-09-09T02:48:27Z
7050,Silk Headband,4500,0,1893,1,0,2026-09-09T02:48:27Z
14409,Stonecloth Cape,18757,0,2464,0.019,0.01,2026-09-09T02:48:27Z
14975,Exalted Harness,1307401,0,0,0,0,2026-09-09T02:48:27Z
24222,The Shadowfoot Stabber,444164,0,189999,0.333,0.5,2026-09-09T02:48:27Z
24282,Rogue's Diary,414844,0,0,0,0,2026-09-09T02:48:27Z
923,Longsword,2700,0,0,0,0,2026-09-09T02:48:27Z
925,Flail,2000,0,0,0,0,2026-09-09T02:48:27Z
929,Healing Potion,690,0,188,0.537,1.074,2026-09-09T02:48:27Z
1206,Moss Agate,3007,0,2249,0.691,0,2026-09-09T02:48:27Z
1210,Shadowgem,692,0,269,0.353,0,2026-09-09T02:48:27Z
1211,Gnoll War Harness,3000,0,659,0.47,0,2026-09-09T02:48:27Z
1297,Robes of the Shadowcaster,25970,0,0,0,0,2026-09-09T02:48:27Z
1299,Lesser Belt of the Spire,9849,0,2500,0.047,0,2026-09-09T02:48:27Z
1300,Lesser Staff of the Spire,8225,0,0,0,0,2026-09-09T02:48:27Z
1314,Ghoul Fingers,7922,0,3325,0.5,0,2026-09-09T02:48:27Z
1391,Riverpaw Mystic Staff,30552,0,5995,1,0,2026-09-09T02:48:27Z
1465,Tigerbane,19937,0,9019,0.111,0,2026-09-09T02:48:27Z
3229,Tarantula Silk Sash,2147,0,6618,0.5,0,2026-09-09T02:48:27Z
3239,Rough Weightstone,87,0,53,0.318,0,2026-09-09T02:48:27Z
3260,Scarlet Initiate Robes,2992356,0,0,0,0,2026-09-09T02:48:27Z
3803,Hardened Cloak,13473,0,0,0,0,2026-09-09T02:48:27Z
3830,Recipe: Elixir of Fortitude,16366,0,2995,0.147,0.074,2026-09-09T02:48:27Z
4319,Azure Silk Gloves,24878,0,5998,0,0,2026-09-09T02:48:27Z
4320,Spidersilk Boots,87031,0,20997,0.173,0,2026-09-09T02:48:27Z
1784,Cross-stitched Pants,1094,0,0,0,0,2026-09-09T02:48:27Z
1785,Cross-stitched Shoulderpads,2760,0,0,0,0,2026-09-09T02:48:27Z
1817,Stock Shortsword,1400,0,519,0.249,0,2026-09-09T02:48:27Z
2315,Dark Leather Boots,2679,0,0,0,0,2026-09-09T02:48:27Z
4564,Spiked Club,2236,0,842,0.155,0,2026-09-09T02:48:27Z
4565,Simple Dagger,4313394,0,103067,0.666,0.999,2026-09-09T02:48:27Z
4690,Hunting Belt,202,0,0,0,0,2026-09-09T02:48:27Z
4814,Discolored Fang,18,0,0,0,0,2026-09-09T02:48:27Z
6263,Blue Overalls,10000,0,898,0,0,2026-09-09T02:48:27Z
6584,Scouting Tunic,7268,0,4408,0.23,0.23,2026-09-09T02:48:27Z
6585,Scouting Cloak,3001,0,1675,0.359,0,2026-09-09T02:48:27Z
6607,Dervish Leggings,6223,0,9405,0.206,0.103,2026-09-09T02:48:27Z
7048,Azure Silk Hood,3348,0,1141,0.363,0,2026-09-09T02:48:27Z
7049,Truefaith Gloves,22015,0,21500,0,0,2026-09-09T02:48:27Z
7080,Essence of Water,171170,0,49994,0.069,0.276,2026-09-09T02:48:27Z
12048,Prismatic Pendant,2029104,0,0,0,0,2026-09-09T02:48:27Z
12057,Dragonscale Band,121800,0,40000,1,1,2026-09-09T02:48:27Z
12190,Dreamless Sleep Potion,6362,0,0,0,0,2026-09-09T02:48:27Z
12202,Tiger Meat,484,0,293,0.33,0,2026-09-09T02:48:27Z
12204,Heavy Kodo Meat,1641,0,695,0.396,0.396,2026-09-09T02:48:27Z
12205,White Spider Meat,1232,0,683,0.445,6.008,2026-09-09T02:48:27Z
12206,Tender Crab Meat,1785,0,330,0.219,0.11,2026-09-09T02:48:27Z
12207,Giant Egg,1919,0,895,0.536,3.484,2026-09-09T02:48:27Z
12528,The Judge's Gavel,368813,0,96966,1,1,2026-09-09T02:48:27Z
13057,Bloodpike,130182,0,8700,1,1.5,2026-09-09T02:48:27Z
13064,Jaina's Firestarter,826960,0,361520,0.23,0.46,2026-09-09T02:48:27Z
13065,Wand of Allistarj,1129326,0,256500,0.333,0.167,2026-09-09T02:48:27Z
13134,Belt of the Gladiator,204379,0,47494,0.138,0,2026-09-09T02:48:27Z
13463,Dreamfoil,11926,0,5545,0.46,0,2026-09-09T02:48:27Z
13489,Recipe: Transmute Earth to Life,2834711,0,56975,1,0.5,2026-09-09T02:48:27Z
13895,Formal Dangui,112690573,0,0,0,0,2026-09-09T02:48:27Z
14835,Tyrant's Chestpiece,53566,0,57000,1,0,2026-09-09T02:48:27Z
14838,Tyrant's Belt,22966,0,0,0,0,2026-09-09T02:48:27Z
14839,Tyrant's Greaves,48080,0,16139,0.238,0,2026-09-09T02:48:27Z
14842,Tyrant's Shield,57135,0,23735,0.09,0.045,2026-09-09T02:48:27Z
15150,Ghostwalker Pads,13571,0,10000,0,0,2026-09-09T02:48:27Z
15169,Imposing Shoulders,20000,0,27500,0.166,0,2026-09-09T02:48:27Z
15170,Potent Armor,43455,0,56999,1,0,2026-09-09T02:48:27Z
15171,Potent Boots,80000,0,23197,0,0,2026-09-09T02:48:27Z
15172,Potent Bands,45984,0,8800,0.083,0,2026-09-09T02:48:27Z
15576,Sparkleshell Sabatons,31824,0,14400,0,0,2026-09-09T02:48:27Z
15577,Sparkleshell Bracers,6372,0,0,0,0,2026-09-09T02:48:27Z
15578,Sparkleshell Breastplate,27367,0,22367,1,0,2026-09-09T02:48:27Z
15600,Ancient Vambraces,34202,0,24997,0,0,2026-09-09T02:48:27Z
10161,Mercurial Gauntlets,1106773,0,40000,0,0,2026-09-09T02:48:27Z
10162,Mercurial Legguards,324286,0,0,0,0,2026-09-09T02:48:27Z
10163,Mercurial Pauldrons,91320,0,0,0,0,2026-09-09T02:48:27Z
10169,Templar Legplates,50000,0,47994,0.041,0,2026-09-09T02:48:27Z
10170,Templar Pauldrons,91538,0,19997,0,0,2026-09-09T02:48:27Z
10202,Overlord's Vambraces,25934,0,0,0,0,2026-09-09T02:48:27Z
10228,Nightshade Spaulders,29826,0,49999,0.148,0,2026-09-09T02:48:27Z
10229,Engraved Bracers,55472,0,20662,0,0,2026-09-09T02:48:27Z
10247,Master's Boots,470924,0,0,0,0,2026-09-09T02:48:27Z
12219,Unadorned Seal of Ascension,32544,0,7124,0.047,0.141,2026-09-09T02:48:27Z
12228,Recipe: Roast Raptor,14193,0,11879,0.242,0.726,2026-09-09T02:48:27Z
3775,Crippling Poison,13143,0,843,0.191,0,2026-09-09T02:48:27Z
3819,Wintersbite,8684,0,3960,0.242,0,2026-09-09T02:48:27Z
3836,Green Iron Helm,20816,0,14261,0.317,0.159,2026-09-09T02:48:27Z
3848,Big Bronze Knife,8756,0,6365,0.31,0,2026-09-09T02:48:27Z
4570,Birchwood Maul,3005,0,1819,0.13,0.13,2026-09-09T02:48:27Z
12703,Plans: Storm Gauntlets,135306,0,0,0,0,2026-09-09T02:48:27Z
6358,Oily Blackmouth,1170,0,236,0.21,1.575,2026-09-09T02:48:27Z
13724,Enriched Manna Biscuit,1978,0,0,0,0,2026-09-09T02:48:27Z
13755,Winter Squid,9123,0,192,0.204,0,2026-09-09T02:48:27Z
13756,Raw Summer Bass,37900,0,0,0,0,2026-09-09T02:48:27Z
13907,7 Pound Lobster,1000000,0,0,0,0,2026-09-09T02:48:27Z
13928,Grilled Squid,8476,0,1460,0.083,0,2026-09-09T02:48:27Z
14100,Brightcloth Robe,178012,0,0,0,0,2026-09-09T02:48:27Z
1265,Scorpion Sting,313548,0,121230,0.5,0,2026-09-09T02:48:27Z
1464,Buzzard Talon,3733,0,0,0,0,2026-09-09T02:48:27Z
1743,Laced Mail Pants,1262,0,200,0,0,2026-09-09T02:48:27Z
1753,Linked Chain Vest,1491,0,0,0,0,2026-09-09T02:48:27Z
1756,Reinforced Chain Bracers,781,0,0,0,0,2026-09-09T02:48:27Z
1782,Cross-stitched Cloak,4936,0,0,0,0,2026-09-09T02:48:27Z
1783,Cross-stitched Gloves,900,0,0,0,0,2026-09-09T02:48:27Z
1839,Rough Leather Belt,9900,0,0,0,0,2026-09-09T02:48:27Z
2059,Sentry Cloak,357193,0,109999,0.082,0.082,2026-09-09T02:48:27Z
2105,Thug Shirt,1784763,0,0,0,0,2026-09-09T02:48:27Z
14656,Scorpashi Cape,24342,0,9778,0.057,0,2026-09-09T02:48:27Z
9154,Elixir of Detect Undead,822,0,250,0,0,2026-09-09T02:48:27Z
10004,Shadoweave Robe,57171,0,87885,0.085,0.425,2026-09-09T02:48:27Z
10007,Red Mageweave Vest,83566,0,0,0,0,2026-09-09T02:48:27Z
10008,White Bandit Mask,39996,0,12400,0,0,2026-09-09T02:48:27Z
14584,Dokebi Hat,29900,0,0,0,0,2026-09-09T02:48:27Z
14599,Warden's Footpads,29052,0,0,0,0,2026-09-09T02:48:27Z
14602,Warden's Cloak,23940,0,9576,0.105,0.105,2026-09-09T02:48:27Z
14841,Tyrant's Epaulets,19292,0,11276,0.043,0,2026-09-09T02:48:27Z
14855,Vanguard Gauntlets,56521,0,0,0,0,2026-09-09T02:48:27Z
18518,Pattern: Hide of the Wild,25232430,0,2509897,0,0,2026-09-09T02:48:27Z
18519,Pattern: Shifting Cloak,9748062,0,0,0,0,2026-09-09T02:48:27Z
18562,Elementium Ore,1128404,0,145252,0.25,0.25,2026-09-09T02:48:27Z
18645,Gnomish Alarm-O-Bot,955979,0,0,0,0,2026-09-09T02:48:27Z
18736,Plaguehound Leggings,16624729,0,0,0,0,2026-09-09T02:48:27Z
7069,Elemental Air,6168,0,853,0.276,0.138,2026-09-09T02:48:27Z
7076,Essence of Earth,85039,0,66424,0.162,0,2026-09-09T02:48:27Z
7337,The Rock,990000,0,0,0,0,2026-09-09T02:48:27Z
7432,Twilight Cowl,24702,0,22613,0.4,0.4,2026-09-09T02:48:27Z
7441,Sentinel Cap,16601,0,9499,0.088,0,2026-09-09T02:48:27Z
7966,Solid Grinding Stone,2498,0,2275,0.379,0,2026-09-09T02:48:27Z
9290,Field Plate Helmet,31387,0,12500,0.047,0,2026-09-09T02:48:27Z
9297,Recipe: Elixir of Dream Vision,2500000,0,0,0.25,0.75,2026-09-09T02:48:27Z
9397,Energy Cloak,2715568,0,105377,0.043,0.129,2026-09-09T02:48:27Z
9426,Monolithic Bow,6774479,0,370000,0,0,2026-09-09T02:48:27Z
9427,Stonevault Bonebreaker,9014769,0,0,0,0,2026-09-09T02:48:27Z
9428,Unearthed Bands,1451066,0,95000,0.026,0.104,2026-09-09T02:48:27Z
9768,Greenweave Bracers,6215,0,3500,0.249,0,2026-09-09T02:48:27Z
9885,Huntsman's Boots,17978,0,18098,0.2,0,2026-09-09T02:48:27Z
9905,Royal Blouse,59999,0,0,0,0,2026-09-09T02:48:27Z
9906,Royal Sash,28852,0,9900,0.052,0,2026-09-09T02:48:27Z
9907,Royal Boots,27156,0,8830,0.052,0,2026-09-09T02:48:27Z
10002,Shadoweave Pants,94164,0,44997,0.035,0.14,2026-09-09T02:48:27Z
10003,Black Mageweave Gloves,10150,0,3997,0.261,0,2026-09-09T02:48:27Z
10379,Commander's Helm,210000,0,0,0,0,2026-09-09T02:48:27Z
12704,Plans: Thorium Leggings,33308,0,7400,0,0,2026-09-09T02:48:27Z
12777,Blazing Rapier,3999999,0,0,0,0,2026-09-09T02:48:27Z
12834,Plans: Arcanite Champion,673554,0,0,0,0,2026-09-09T02:48:27Z
12976,Ironpatch Blade,262494,0,181540,0.186,0,2026-09-09T02:48:27Z
12229,Recipe: Hot Wolf Ribs,28003,0,11395,0.09,0,2026-09-09T02:48:27Z
12426,Imperial Plate Boots,162274,0,152903,0.097,0,2026-09-09T02:48:27Z
12433,Wildkin E'ko,9206,0,1282,0.056,0.028,2026-09-09T02:48:27Z
13020,Skystriker Bow,200000,0,293181,0.133,0,2026-09-09T02:48:27Z
13027,Bonesnapper,285593,0,90250,0.333,0.666,2026-09-09T02:48:27Z
12692,Plans: Thorium Shield Spike,3945225,0,299956,0.041,0,2026-09-09T02:48:27Z
12693,Plans: Thorium Boots,35090,0,7500,0.018,0,2026-09-09T02:48:27Z
12694,Plans: Thorium Helm,47777,0,11397,0.043,0,2026-09-09T02:48:27Z
12697,Plans: Radiant Boots,20417,0,8356,0.076,0,2026-09-09T02:48:27Z
14214,Vital Boots,18589,0,5631,0.105,0.105,2026-09-09T02:48:27Z
14215,Vital Tunic,16312,0,8500,0.016,0,2026-09-09T02:48:27Z
14216,Geomancer's Jerkin,214027,0,9900,0,0,2026-09-09T02:48:27Z
14240,Darkmist Bands,36056,0,10416,0.428,0,2026-09-09T02:48:27Z
14283,Opulent Leggings,567228,0,19998,0.052,0.156,2026-09-09T02:48:27Z
14304,Bonecaster's Belt,94561,0,17900,0.029,0.058,2026-09-09T02:48:27Z
14331,Eternal Cloak,128354,0,12300,0,0,2026-09-09T02:48:27Z
14332,Eternal Crown,614734,0,0,0,0,2026-09-09T02:48:27Z
14333,Eternal Gloves,918090,0,0,0,0,2026-09-09T02:48:27Z
14334,Eternal Sarong,1012173,0,0,0,0,2026-09-09T02:48:27Z
14336,Eternal Wraps,975000,0,0,0,0,2026-09-09T02:48:27Z
14417,Silksand Tunic,26846,0,0,0,0,2026-09-09T02:48:27Z
14488,Pattern: Runecloth Boots,173796,0,66490,0.011,0.011,2026-09-09T02:48:27Z
14490,Pattern: Cindercloth Pants,532338,0,49990,0.043,0.043,2026-09-09T02:48:27Z
14491,Pattern: Runecloth Pants,49900,0,38386,0.235,0,2026-09-09T02:48:27Z
14492,Pattern: Felcloth Boots,46133,0,9500,0.09,0,2026-09-09T02:48:27Z
14572,Bristlebark Gloves,7228,0,3499,0.19,0,2026-09-09T02:48:27Z
14860,Vanguard Pauldrons,64998,0,16925,0,0,2026-09-09T02:48:27Z
14861,Vanguard Vambraces,30800,0,12197,1,0,2026-09-09T02:48:27Z
14905,Brutish Gauntlets,48425,0,27899,0.062,0.062,2026-09-09T02:48:27Z
15144,Ghostwalker Rags,12394,0,0,0,0,2026-09-09T02:48:27Z
15145,Ghostwalker Buckler,18436,0,6500,0,0,2026-09-09T02:48:27Z
15147,Ghostwalker Cloak,13423,0,8549,0.153,0.153,2026-09-09T02:48:27Z
15259,Hefty Battlehammer,7722,0,5984,0.088,0,2026-09-09T02:48:27Z
15284,Long Battle Bow,9621,0,3846,0.157,0,2026-09-09T02:48:27Z
15285,Archer's Longbow,9998,0,4068,0.074,0.074,2026-09-09T02:48:27Z
15553,Thick Scale Shoulder Pads,1168973,0,23750,0.166,0,2026-09-09T02:48:27Z
15562,Pillager's Pauldrons,27082,0,0,0,0,2026-09-09T02:48:27Z
19157,Chromatic Gauntlets,9678078,0,3709250,0.025,0.025,2026-09-09T02:48:27Z
19162,Corehound Belt,15459504,0,3509991,0.027,0.041,2026-09-09T02:48:27Z
19163,Molten Belt,25989998,0,0,0,0,2026-09-09T02:48:27Z
19165,Flarecore Leggings,24033129,0,0,0,0,2026-09-09T02:48:27Z
19166,Black Amnesty,95004999,0,0,0,0,2026-09-09T02:48:27Z
19168,Blackguard,63404069,0,0,0,0,2026-09-09T02:48:27Z
19169,Nightfall,76731570,0,4257401,0.013,0.039,2026-09-09T02:48:27Z
19703,Witherbark Coin,20000,0,3499,0.336,0,2026-09-09T02:48:27Z
20549,Darkrune Gauntlets,588679,0,0,0,0,2026-09-09T02:48:27Z
20770,Bubbling Green Ichor,600,0,0,0,0,2026-09-09T02:48:27Z
20859,Gold Scarab,22597,0,1982,0.006,0.03,2026-09-09T02:48:27Z
21562,Small Yellow Rocket,68750,0,0,0,0,2026-09-09T02:48:27Z
21593,Large White Rocket,40000,0,0,0,0,2026-09-09T02:48:27Z
21595,Large Yellow Rocket,75000,0,0,0,0,2026-09-09T02:48:27Z
21713,Elune's Candle,6504904,0,0,0,0,2026-09-09T02:48:27Z
21762,Greater Scarab Coffer Key,1350514,0,0,0,0,2026-09-09T02:48:27Z
21800,Silithid Husked Launcher,4212649,0,0,0,0,2026-09-09T02:48:27Z
22203,Large Obsidian Shard,370122,0,609988,0.649,10.384,2026-09-09T02:48:27Z
22220,Plans: Black Grasp of the Destroyer,437586,0,119998,0.125,0.25,2026-09-09T02:48:27Z
22222,Plans: Thick Obsidian Breastplate,2625304,0,0,0,0,2026-09-09T02:48:27Z
22246,Enchanted Mageweave Pouch,91611,0,28498,0.142,0.071,2026-09-09T02:48:27Z
22389,Plans: Sageblade,8448135,0,0,0,0,2026-09-09T02:48:27Z
2265,Stonesplinter Axe,1310,0,504,0.25,0.25,2026-09-09T02:48:27Z
3220,Blood Sausage,400,0,45,0.089,0.445,2026-09-09T02:48:27Z
3331,Melrache's Cape,2000000,0,0,0,0,2026-09-09T02:48:27Z
3334,Farmer's Shovel,2474781,0,463,1,1,2026-09-09T02:48:27Z
3345,Silk Wizard Hat,35437,0,6000,0.5,0,2026-09-09T02:48:27Z
3363,Frayed Belt,2000000,0,464,1,1,2026-09-09T02:48:27Z
3369,Grave Moss,11538,0,1397,0.146,0,2026-09-09T02:48:27Z
3371,Empty Vial,1041,0,10,0.118,2.95,2026-09-09T02:48:27Z
3375,Calico Bracers,182,0,0,0,0,2026-09-09T02:48:27Z
3840,Green Iron Shoulders,20315,0,10354,0.152,0,2026-09-09T02:48:27Z
3986,Protective Pavise,75906,0,0,0,0,2026-09-09T02:48:27Z
4048,Emblazoned Hat,51600,0,16097,0.545,0,2026-09-09T02:48:27Z
4051,Emblazoned Boots,10000,0,7315,0.017,0,2026-09-09T02:48:27Z
4084,Blackforge Leggings,40000,0,0,0,0,2026-09-09T02:48:27Z
4090,Mug O' Hurt,165134,0,66499,0.133,0,2026-09-09T02:48:27Z
4335,Rich Purple Silk Shirt,162430,0,2002499,0,0,2026-09-09T02:48:27Z
4461,Raptor Hide,594,0,207,0.024,0,2026-09-09T02:48:27Z
5741,Rock Chip,500,0,0,0,0,2026-09-09T02:48:27Z
5744,Pale Skinner,5309,0,7108,1,0,2026-09-09T02:48:27Z
5957,Handstitched Leather Vest,2288,0,0,0,0,2026-09-09T02:48:27Z
6068,Recipe: Shadow Oil,31391,0,8073,0.179,0.179,2026-09-09T02:48:27Z
6290,Brilliant Smallfish,82,0,28,0.205,0,2026-09-09T02:48:27Z
6543,Willow Bracers,1826,0,2213,0.687,0,2026-09-09T02:48:27Z
6545,Soldier's Armor,4728,0,2154,0.114,0,2026-09-09T02:48:27Z
6563,Shimmering Bracers,3800,0,2397,0.226,0,2026-09-09T02:48:27Z
6565,Shimmering Gloves,6327,0,3800,0.193,0.193,2026-09-09T02:48:27Z
6590,Battleforge Boots,10000,0,4750,0.571,0.286,2026-09-09T02:48:27Z
7330,Infiltrator Buckler,12627,0,0,0,0,2026-09-09T02:48:27Z
7414,Infiltrator Pants,26518,0,8454,0.125,0,2026-09-09T02:48:27Z
7415,Dervish Spaulders,20466,0,4998,0.013,0,2026-09-09T02:48:27Z
7416,Phalanx Bracers,6362,0,6998,0,0,2026-09-09T02:48:27Z
7417,Phalanx Boots,18070,0,9098,0.099,0,2026-09-09T02:48:27Z
7683,Bloody Brass Knuckles,40986,0,0,0,0,2026-09-09T02:48:27Z
7974,Zesty Clam Meat,560,0,85,0.139,0.626,2026-09-09T02:48:27Z
8223,Blade of the Basilisk,500000,0,0,0,0,2026-09-09T02:48:27Z
8252,Imperial Red Robe,96095,0,47500,0.111,0,2026-09-09T02:48:27Z
8253,Imperial Red Sash,30000,0,13388,0.111,0,2026-09-09T02:48:27Z
8276,Valorous Gauntlets,47882,0,8796,0.1,0,2026-09-09T02:48:27Z
8277,Valorous Girdle,50662,0,7696,0,0,2026-09-09T02:48:27Z
8278,Valorous Greaves,28889,0,9518,0,0,2026-09-09T02:48:27Z
8279,Valorous Helm,32611,0,10095,1,0,2026-09-09T02:48:27Z
8397,Pattern: Tough Scorpid Bracers,5996,0,1077,0.045,0,2026-09-09T02:48:27Z
8497,Rabbit Crate (Snowshoe),8300,0,0,0,0,2026-09-09T02:48:27Z
8498,Tiny Emerald Whelpling,3480610,0,80000,0.038,0,2026-09-09T02:48:27Z
8545,Heavy Mageweave Bandage,1194,0,846,0.673,26.92,2026-09-09T02:48:27Z
8632,Reins of the Spotted Frostsaber,389999,0,0,0,0,2026-09-09T02:48:27Z
8957,Spinefin Halibut,2203,0,0,0,0,2026-09-09T02:48:27Z
8959,Raw Spinefin Halibut,1998,0,0,0,0,2026-09-09T02:48:27Z
8984,Deadly Poison III,11018,0,0,0,0,2026-09-09T02:48:27Z
8985,Deadly Poison IV,5000,0,0,0,0,2026-09-09T02:48:27Z
9261,Lead Ore,11000,0,0,0,0,2026-09-09T02:48:27Z
9288,Field Plate Girdle,26031,0,6996,0.222,0,2026-09-09T02:48:27Z
9289,Field Plate Boots,35000,0,14239,0.081,0,2026-09-09T02:48:27Z
9758,Cadet Belt,822,0,0,0,0,2026-09-09T02:48:27Z
10190,Swashbuckler's Belt,44846,0,10083,0,0,2026-09-09T02:48:27Z
10191,Crusader's Armguards,28690,0,11665,0.166,0,2026-09-09T02:48:27Z
10192,Crusader's Boots,49097,0,0,0,0,2026-09-09T02:48:27Z
10282,Emerald Vambraces,40234,0,20000,0.095,0,2026-09-09T02:48:27Z
12055,Stardust Band,120731,0,23391,0.315,0.158,2026-09-09T02:48:27Z
12434,Chillwind E'ko,39899,0,18124,0.226,0,2026-09-09T02:48:27Z
12435,Ice Thistle E'ko,8858,0,845,0.13,1.365,2026-09-09T02:48:27Z
12542,Funeral Pyre Vestment,891203,0,93906,1,0,2026-09-09T02:48:27Z
12546,Aristocratic Cuffs,1774509,0,0,0,0,2026-09-09T02:48:27Z
13026,Heaven's Light,190727,0,79994,0.363,0,2026-09-09T02:48:27Z
13114,Troll's Bane Leggings,1150629,0,278991,0.086,0,2026-09-09T02:48:27Z
13119,Enchanted Kodo Bracers,60616,0,13068,0.073,0,2026-09-09T02:48:27Z
13120,Deepfury Bracers,180833,0,197498,0.09,0,2026-09-09T02:48:27Z
13121,Wing of the Whelpling,435897,0,54622,0.103,0.103,2026-09-09T02:48:27Z
13496,Recipe: Greater Nature Protection Potion,1024503,0,550000,0,0,2026-09-09T02:48:27Z
14499,Pattern: Mooncloth Bag,294160,0,45205,0.095,0.095,2026-09-09T02:48:27Z
14560,Prospector's Boots,3500,0,940,0.285,0,2026-09-09T02:48:27Z
14565,Prospector's Woolies,4000,0,1999,1,0,2026-09-09T02:48:27Z
14596,Hawkeye's Epaulets,60217,0,13395,0.25,0,2026-09-09T02:48:27Z
14598,Warden's Waistband,24194,0,0,0,0,2026-09-09T02:48:27Z
14657,Scorpashi Gloves,17918,0,8061,0,0,2026-09-09T02:48:27Z
14725,War Paint Waistband,2170,0,1707,0.243,0,2026-09-09T02:48:27Z
14728,War Paint Shoulder Pads,5346,0,1517,0.2,0,2026-09-09T02:48:27Z
14783,Khan's Belt,31357,0,8485,0.09,0,2026-09-09T02:48:27Z
14784,Khan's Greaves,25935,0,8438,0.015,0.015,2026-09-09T02:48:27Z
15261,Sequoia Branch,35080,0,24508,0.031,0,2026-09-09T02:48:27Z
15268,Twin-bladed Axe,3055,0,1300,0.115,0,2026-09-09T02:48:27Z
15269,Massive Battle Axe,7500,0,6800,0.13,0,2026-09-09T02:48:27Z
16255,Formula: Enchant 2H Weapon - Major Spirit,355202,0,89919,0.199,0.398,2026-09-09T02:48:27Z
